Date,Price,Volume
2020-05-04,101.91953332831517,470
2020-05-05,101.69433919361376,893
2020-05-06,101.88745772762903,128
2020-05-07,103.10343654802827,248
2020-05-08,102.86003640874524,878
2020-05-11,101.64791153983036,395
2020-05-12,101.24325326446592,110
2020-05-13,102.02626922141627,611
2020-05-14,102.71909445304142,775
2020-05-15,103.25322029947432,212
2020-05-18,102.61020107374554,286
2020-05-19,103.3846377180796,906
2020-05-20,104.39955055650971,843
2020-05-21,103.67605209858023,326
2020-05-22,103.63296281934284,409
2020-05-25,105.7480600193566,197
2020-05-26,104.96854459843142,154
2020-05-27,103.1939124407549,722
2020-05-28,104.63089880507808,763
2020-05-29,105.82692275031835,857
2020-06-01,105.34443154698239,505
2020-06-02,105.22546821872768,168
2020-06-03,103.94438680288431,411
2020-06-04,104.03688883242508,388
2020-06-05,105.25696790200188,861
2020-06-08,104.68738518704282,647
2020-06-09,105.60963895461221,850
2020-06-10,106.10051331726757,247
2020-06-11,106.71535462232936,566
2020-06-12,106.1997718778528,838
2020-06-15,105.82382879108657,343
2020-06-16,103.88743888399077,590
2020-06-17,103.30040538490785,948
2020-06-18,104.50930965493946,606
2020-06-19,103.54257006337332,464
2020-06-22,102.7377696955036,581
2020-06-23,103.39759625991493,300
2020-06-24,103.81488878921155,253
2020-06-25,104.53354557918983,549
2020-06-26,103.3246346868991,600
2020-06-29,106.00819519790602,172
2020-06-30,104.7271996394134,812
2020-07-01,104.88886318038792,395
2020-07-02,104.72258317546073,116
2020-07-03,103.48724553590881,740
2020-07-06,103.10483429950192,316
2020-07-07,103.12886836354755,160
2020-07-08,102.46073205121206,715
2020-07-09,103.42553234066801,141
2020-07-10,103.2585050689207,124
2020-07-13,101.88277170103886,138
2020-07-14,100.44010703607601,902
2020-07-15,101.05078890215796,230
2020-07-16,99.5595087264084,597
2020-07-17,99.87503991842591,328
2020-07-20,100.32012828350773,207
2020-07-21,99.32653957793715,271
2020-07-22,100.21523097377893,534
2020-07-23,98.5084416550726,577
2020-07-24,98.80091204419573,201
2020-07-27,98.760552278805,965
2020-07-28,98.6430991180744,623
2020-07-29,97.48800164740658,374
2020-07-30,96.57878405727419,712
2020-07-31,98.15492626117288,143
2020-08-03,99.35493699323604,916
2020-08-04,100.09497713441877,116
2020-08-05,101.04015252786809,429
2020-08-06,101.89859204093841,668
2020-08-07,101.56962876157637,922
2020-08-10,101.61799102259523,596
2020-08-11,100.13262053271858,914
2020-08-12,100.04284621892853,111
2020-08-13,101.23380057943923,417
2020-08-14,100.56714626316152,691
2020-08-17,101.60137194748677,315
2020-08-18,101.69446693886835,438
2020-08-19,100.29533437675943,875
2020-08-20,99.19087082380284,760
2020-08-21,100.10693961758803,180
2020-08-24,100.66158543482283,826
2020-08-25,100.76407490397953,584
2020-08-26,100.48832727208617,473
2020-08-27,100.70014644398384,809
2020-08-28,101.59051926566508,299
2020-08-31,103.10096484091116,636
2020-09-01,104.68392699870232,565
2020-09-02,105.07403430126988,188
2020-09-03,104.89353395107712,367
2020-09-04,105.04705088517781,754
2020-09-07,105.59695725986175,670
2020-09-08,106.14543971553763,588
2020-09-09,107.54292743546864,976
2020-09-10,109.84251411251607,637
2020-09-11,109.61728848909715,146
2020-09-14,112.0061693041774,387
2020-09-15,113.32687537334611,877
2020-09-16,113.21267340950276,115
2020-09-17,114.92201453013563,810
2020-09-18,116.87561467188017,500
2020-09-21,116.33887777756972,893
2020-09-22,118.37167292754836,185
2020-09-23,119.65113174581414,349
2020-09-24,122.51896868343871,490
2020-09-25,122.00054092961608,881
2020-09-28,121.57011945081113,434
2020-09-29,119.13110267556111,728
2020-09-30,119.81351939757353,618
2020-10-01,120.26396575775082,236
2020-10-02,119.58878962422344,982
2020-10-05,119.49094537371826,787
2020-10-06,117.93438228544693,939
2020-10-07,119.35626415500208,597
2020-10-08,118.77320593830139,926
2020-10-09,122.50554967243588,826
2020-10-12,122.29061710119342,576
2020-10-13,121.36519382753119,693
2020-10-14,120.8658194123706,322
2020-10-15,119.17123281215765,471
2020-10-16,119.7473502794751,501
2020-10-19,119.24558570636763,542
2020-10-20,120.6022137004685,589
2020-10-21,120.27131691267071,714
2020-10-22,121.9479831286865,372
2020-10-23,122.875192304545,625
2020-10-26,122.91033567362646,258
2020-10-27,124.86803219189993,251
2020-10-28,126.06282222181123,719
2020-10-29,129.83215489126488,287
2020-10-30,129.30163718088286,912
2020-11-02,129.40074101948778,197
2020-11-03,131.4466674646501,230
2020-11-04,129.4333168374348,904
2020-11-05,131.14915407760583,270
2020-11-06,131.72656328683107,282
2020-11-09,130.561734509126,463
2020-11-10,128.79419975415382,138
2020-11-11,127.9309781093575,626
2020-11-12,125.04112575566946,987
2020-11-13,124.43049598053396,596
2020-11-16,125.20756224171247,615
2020-11-17,124.6126158118005,448
2020-11-18,126.35469334578595,496
2020-11-19,128.469619822109,821
2020-11-20,130.11893275838747,260
2020-11-23,130.41938660087706,115
2020-11-24,127.42252284937855,592
2020-11-25,126.52900128341737,525
2020-11-26,126.34940892941286,207
2020-11-27,125.22504508635363,993
2020-11-30,125.050471090232,549
2020-12-01,127.08016391006537,410
2020-12-02,125.00582471332761,838
2020-12-03,127.29118464289759,269
2020-12-04,128.4223599107667,645
2020-12-07,128.76727261578273,513
2020-12-08,127.85163898232597,350
2020-12-09,126.73914753405035,858
2020-12-10,124.69476120623874,880
2020-12-11,126.8539589721938,240
2020-12-14,128.81955298400356,373
2020-12-15,127.02066182289676,515
2020-12-16,126.32064610927507,707
2020-12-17,126.86898407165772,838
