Date,Price,Volume
2020-09-16,107.52785859170454,195
2020-09-17,106.78536312385978,999
2020-09-18,107.75033806641181,833
2020-09-21,108.08196361993144,584
2020-09-22,108.96410138412806,506
2020-09-23,109.65233517937236,330
2020-09-24,108.7470802348731,848
2020-09-25,108.1396027849454,754
2020-09-28,108.95075017258264,270
2020-09-29,109.61778678128252,640
2020-09-30,109.59487731088265,135
2020-10-01,109.7235375747733,624
2020-10-02,111.13443074705079,259
2020-10-05,110.47893203465766,938
2020-10-06,111.08501580101895,798
2020-10-07,110.86063697630473,342
2020-10-08,110.61957667450099,185
2020-10-09,111.84174111064982,895
2020-10-12,112.76872158795626,677
2020-10-13,113.68984764911393,781
2020-10-14,115.18377474977882,656
2020-10-15,115.20797030832334,673
2020-10-16,115.99631951518572,745
2020-10-19,115.63697924183089,895
2020-10-20,116.01244365542057,127
2020-10-21,115.86155972157712,719
2020-10-22,115.9739952796468,655
2020-10-23,116.6662807094561,439
2020-10-26,115.71558775746608,897
2020-10-27,118.16231422249147,430
2020-10-28,116.97954023439299,739
2020-10-29,115.56777606160365,605
2020-10-30,116.91395914271585,447
2020-11-02,117.84319670166101,572
2020-11-03,118.58097937438237,330
2020-11-04,119.32842343952976,289
2020-11-05,119.31381045339718,324
2020-11-06,118.248050512193,484
2020-11-09,118.33772190766504,476
2020-11-10,117.5390912269754,382
2020-11-11,118.69084446026682,732
2020-11-12,118.51642908909204,727
2020-11-13,117.54210632566645,844
2020-11-16,117.16494902766782,358
2020-11-17,117.64976023568917,458
2020-11-18,116.9884055118116,809
2020-11-19,116.03044664470455,555
2020-11-20,116.31354279908331,510
2020-11-23,116.59882137252326,748
2020-11-24,116.0092273210862,417
2020-11-25,115.46406439345327,776
2020-11-26,115.73230979382183,324
2020-11-27,114.0684842110444,918
2020-11-30,112.47425702022905,333
2020-12-01,111.66908802862767,783
2020-12-02,111.43098774042778,763
2020-12-03,111.77797423585857,926
2020-12-04,113.43932279753614,473
2020-12-07,114.41643020435778,771
2020-12-08,114.23358051038656,707
2020-12-09,114.21185968052656,571
2020-12-10,113.07257263505089,332
2020-12-11,113.05164129349252,791
2020-12-14,112.72577850626874,212
2020-12-15,113.09015315186083,929
2020-12-16,112.15849520514861,596
2020-12-17,112.74250163628835,541
